,sentence_id,word_sequence,passage_id,bin_id_audio,onset,offset,word,prominence_value,boundary_value,prominence_label,surprisal_2gram,surprisal_3gram,surprisal_4gram,surprisal_5gram,surprisal_6gram,surprisal_gpt2,surprisal_bert,sentence_seq,bin_id_video,word_prev,lemma_prev,syllable_num_prev,pos_prev,pos_detail_prev,word_len_prev,surprisal_prev,mean_f0_prev,meaningful_gesture_prev,beat_gesture_prev,gesture_corres_prev,mouth_dist_prev
66,3G,25,3,67,7.29,7.64,day,0.11,0.039,0,7.7075980150902,6.68047135785466,6.05153129482418,6.05153129482418,6.05153129482418,6.2703238,1.31683754920959,2,1361,day,day,1,1,NN,3,6.778811649,210.9543136,0,0,0,0.848
67,3G,26,3,68,7.64,7.78,I,0.147,0,0,6.0072890718846,6.50787892721153,6.73463802435178,6.63853759188816,6.63853759188816,3.3541584,1.64232659339904,,,,,,,,,,,,,,
68,3G,27,3,69,7.78,8.16,wanted,0.747,0.825,1,4.61066217256568,5.8975723116437,5.62116190082527,5.62116190082527,5.62116190082526,0.35376012,2.74356126785278,2,1362,wanted,want,2,1,VBD,6,6.97988886,215.4457358,0,1,1,0.655
69,3G,28,3,70,8.16,8.24,to,0,0,0,0.520516114179138,0.360724331354582,0.858901492308249,0.858901492308249,0.858901492308248,7.152261,0.00119900319259613,,,,,,,,,,,,,,
70,3G,29,3,71,8.24,8.52,do,0.509,0,1,5.28061920652222,2.96020135203347,2.01623733761002,2.62206785236214,2.62206785236213,3.651288,0.229491516947746,2,1363,do,do,1,0,VB,2,5.039690685,233.8414888,0,0,0,0.823
71,3G,30,3,72,8.52,8.85,that,0.979,0.75,1,4.07764302584419,3.93863438957169,4.18405877496043,4.93944573527218,4.56804108480838,0.5369719,1.64419937133789,,,,,,,,,,,,,,
72,4G,1,4,73,0.27,0.95,Cats,2.705,1.888,3,10.6767403146842,10.6759420991221,10.6759420991221,10.6759420991221,10.675942099122,4.9347672,8.22676849365234,1,1364,Cats,cat,1,1,NNS,4,9.811812949,368.6351345,1,0,1,1.05
73,4G,3,4,74,1.21,1.79,hate,1.466,0.596,1,12.4314794343387,13.0662661244235,13.0480619785905,13.0480619785905,13.0480619785905,5.6422358,6.15194988250732,1,1365,hate,hate,1,1,VBP,4,8.759696783,254.0541469,0,1,1,0.846
74,4G,4,4,75,1.79,1.91,to,0,0.149,0,3.45132927866608,4.19282981350002,4.19282981350002,4.19282981350002,4.19282981350002,7.3985066,0.00103181996382772,,,,,,,,,,,,,,
75,4G,5,4,76,1.91,2.52,bury,0.731,0.139,1,9.59825117602138,9.30897324487187,9.07296879127889,9.07296879127889,9.07296879127888,2.1697545,3.64359211921691,1,1366,bury,bury,2,1,VB,4,10.04064758,214.0828771,1,0,1,0.431
76,4G,6,4,77,2.52,2.7,their,0.612,0.254,1,2.68221454782664,2.56754544743016,2.59230138392786,2.59230138392786,2.59230138392785,8.192189,0.0680859759449958,,,,,,,,,,,,,,
77,4G,7,4,78,2.7,3.2,food,0.46,0.258,0,6.94843956859412,4.37173879727807,4.93443410537746,4.89219400909206,4.89219400909205,0.8481806,5.23606777191162,1,1367,food,food,1,1,NN,4,6.913917779,208.5398535,0,0,0,0.557
78,4G,8,4,79,3.2,3.29,in,0,0,0,3.72256830668156,3.4096546308188,3.55843372202079,3.49494539098074,3.49494539098074,5.292392,0.047504898160696,,,,,,,,,,,,,,
79,4G,9,4,80,3.29,3.34,a,0,0.087,0,3.0144635408881,2.89367551982052,3.24183529866615,3.20668060069778,3.20668060069778,2.1737523,0.243246808648109,,,,,,,,,,,,,,
80,4G,10,4,81,3.34,3.83,place,0.737,1.179,1,6.82236817299409,7.10693256988178,7.12287162808786,7.0718275545189,7.0718275545189,3.1233199,1.22072947025299,1,1368,place,place,1,1,NN,5,7.110934152,268.5899989,1,0,1,0.148
81,4G,11,4,82,3.83,3.918,where,0,0,0,4.23980869708427,2.35933827436125,1.76364754020536,1.74605591776545,1.74605591776545,5.295027,0.121801257133483,,,,,,,,,,,,,,
82,4G,12,4,83,3.918,4.04,they,0,0,0,2.4221011295654,2.70612231166715,2.65012644692168,2.70900143237948,2.77201819040171,1.5148946,0.209977909922599,,,,,,,,,,,,,,
83,4G,13,4,84,4.04,4.2,have,0.48,0,0,3.61579764259906,4.28009470238378,4.43327715467521,4.6670851430246,4.68393385954325,1.209403,0.0775526463985443,1,1369,have,have,1,0,VBP,4,4.827760162,185.6006832,0,1,1,
84,4G,14,4,85,4.2,4.81,recently,0.814,0.309,1,7.25002835530164,6.48171568287781,7.03760255259903,6.80038101241643,6.80038101241643,2.941374,7.08956003189086,1,1370,recently,recently,3,1,RB,8,8.791979964,375.9584782,0,1,1,1.102
85,4G,15,4,86,4.81,5.11,done,0.771,0.328,1,7.26548486090859,6.09906464726523,3.5945982669813,3.99824034065604,3.99824034065604,8.70992,0.0586364232003688,1,1371,done,do,1,0,VBN,4,5.383044885,185.7646914,0,0,0,0.823
86,4G,16,4,87,5.11,6.123,so,0.708,2.148,1,3.19937945360776,4.38338676061373,4.4878486932336,4.53674872905979,4.47609450244865,6.0233984,1.2374929189682,1,1372,so,so,1,1,RB,2,5.775563886,436.1036243,0,0,0,0.409
87,4G,17,4,88,6.123,6.265,In,0,0,0,2.95279534994182,2.94489938403364,3.81477702654536,3.57383972155365,3.57383972155365,7.369643,0.385314226150512,,,,,,,,,,,,,,
88,4G,18,4,89,6.265,6.41,the,0.846,0,1,1.67205010853168,1.64672076339942,1.55662273080012,2.2815062182813,2.2208518544254,3.5286977,0.292856633663177,,,,,,,,,,,,,,
89,4G,19,4,90,6.41,7.29,garden,1.33,1.033,1,9.17093465460922,9.05172879121024,9.28144194470535,9.23979968662296,9.15382956486668,2.2557895,7.7653431892395,2,1373,garden,garden,2,1,NN,6,8.58643995,252.3404109,1,0,1,0.929
90,4G,20,4,91,7.29,7.433,you,0.092,0,0,10.2892950448871,11.2372336677494,10.9091341329593,10.9819968305326,10.9213423294319,7.322399,0.200756803154945,,,,,,,,,,,,,,
91,4G,21,4,92,7.433,7.56,will,0.296,0.159,0,3.9952755792094,4.23506936080636,4.23506936080636,4.23506936080636,4.23506936080635,4.224439,4.35277700424194,2,1374,will,will,1,0,MD,4,,208.1271622,0,0,0,
92,4G,22,4,93,7.56,7.94,see,0.262,0.061,0,5.53651042678583,3.05008651799987,3.68371870510859,3.68371870510859,3.68371870510858,1.8637478,0.892716467380523,2,1375,see,see,1,1,VB,3,6.2809578,202.274603,0,0,0,0.706
93,4G,23,4,94,7.94,8.24,them,0.32,0.176,0,4.11766195282802,3.83023847296391,4.24344623237647,4.00580472320828,4.00580472320827,1.6586615,2.14590644836425,,,,,,,,,,,,,,
94,4G,24,4,95,8.24,9.03,nosing,0.521,0.351,1,17.5218362210162,17.4655252422867,17.197994567863,17.134506236823,17.1345062368229,4.867233,0.520652711391449,2,1376,nosing,nose,2,1,VBG,6,10.09012843,229.0492832,1,0,1,0.828
95,4G,25,4,96,9.03,9.65,around,0.503,0.505,1,3.04710418922311,3.02424140703498,3.02424140703498,3.02424140703498,3.02424140703497,7.8987956,0.0323363095521926,,,,,,,,,,,,,,
96,4G,26,4,97,9.65,9.92,trying,0.483,0,0,8.89122982041493,8.72724428357061,8.66380426268839,8.66380426268839,8.66380426268839,2.8969305,0.332559287548065,2,1377,trying,try,2,1,VBG,6,7.305237272,231.1503887,0,0,0,0.428
97,4G,27,4,98,9.92,10.05,to,0,0.132,0,0.103278934199149,0.0731667204645784,0.0844725583306627,0.0844725583306627,0.0844725583306627,0.770472,0.0725214034318924,,,,,,,,,,,,,,
98,4G,29,4,99,10.11,10.44,find,0.523,0.219,1,5.67308379192097,3.31982408826947,0.977463471885045,0.964294424801902,0.964294424801902,5.1433682,0.00228013726882636,2,1378,find,find,1,1,VB,4,6.559336409,200.4657139,1,0,1,0.716
99,4G,30,4,100,10.44,10.57,a,0.168,0,0,1.88019552145566,1.67386544505862,1.44927975604118,1.54371582122105,1.55443395126345,0.06845152,0.00981776602566242,,,,,,,,,,,,,,
100,4G,31,4,101,10.57,10.724,new,0.547,0.319,1,4.25066805199143,2.77753652797448,2.56206142104904,2.82717878349807,2.81241701089931,1.6553106,0.0334643274545669,2,1379,new,new,1,1,JJ,3,6.556502735,226.1153133,0,0,0,0.999
101,4G,32,4,102,10.724,11.29,place,0.823,1.01,1,7.84966666067732,6.83797564784422,4.27880377810977,4.35582581557763,4.3280977064159,1.6593051,3.2651777267456,2,1380,place,place,1,1,NN,5,6.960507532,368.7626055,0,0,0,0.148
102,4G,33,4,103,11.29,11.4,to,0,0,0,3.60310003128896,1.27049744918264,1.13012219814739,0.502816377174399,0.541060763638148,4.090212,0.643247425556182,,,,,,,,,,,,,,
103,4G,34,4,104,11.4,11.64,dig,0.62,0,1,8.83500722731514,9.37116269144144,9.76763537300203,9.90679827239212,10.0952254552187,2.404188,0.153442189097404,2,1381,dig,dig,1,1,VB,3,9.529768555,213.8811497,1,0,1,0.89
104,4G,35,4,105,11.64,11.821,a,0.124,0.019,0,2.52153166904417,2.06650405682134,2.10483336348438,2.10483336348438,2.10483336348438,0.2461341,0.24751791357994,,,,,,,,,,,,,,
105,4G,36,4,106,11.821,12.15,hole,0.866,0.89,1,8.30588967481666,2.38982939516282,2.31921778625018,2.19297991274834,2.19297991274834,4.7946186,0.10246979445219,2,1382,hole,hole,1,1,NN,4,7.834524745,195.2989877,0,0,0,0.348
106,5G,1,5,107,0.21,0.285,I,0,0,0,6.29409220540398,6.29394453003519,6.29394453003519,6.29394453003519,6.29394453003519,3.9997332,0.00619278103113174,,,,,,,,,,,,,,
107,5G,2,5,108,0.285,0.94,remember,1.676,0.806,2,5.79602326194872,4.45381610847641,4.45204482751954,4.45204482751954,4.45204482751953,5.0854177,4.93659019470214,1,1383,remember,remember,3,1,VBP,8,8.389222267,279.2753525,1,0,1,0.635
108,5G,3,5,109,0.94,1.326,having,0.313,0,0,5.31797229116091,5.24379533770327,5.19706074980345,5.15088612055108,5.15088612055108,4.0344486,1.28212976455688,1,1384,having,have,2,0,VBG,6,4.498015068,237.7421041,0,0,0,
109,5G,4,5,110,1.326,1.441,to,0,0.333,0,3.14890055398738,3.92579843553692,4.04520604874271,3.98171771770267,3.98171771770266,2.269481,0.0226182918995618,,,,,,,,,,,,,,
110,5G,5,5,111,1.441,1.645,do,0.383,0,0,5.28061920652222,3.9252047146769,3.84953975346051,3.84953975346051,3.84953975346051,3.504297,0.079543150961399,1,1385,do,do,1,0,VB,2,4.999479464,240.2476235,0,1,1,0.823
111,5G,6,5,112,1.645,1.82,that,0.638,0.567,1,4.07764302584419,3.93863438957169,4.89211934793907,4.76370875253824,4.76370875253824,3.3289604,1.98672938346862,,,,,,,,,,,,,,
112,5G,7,5,113,1.82,2.02,for,0.022,0,0,6.66118791917771,3.74010160009568,4.15537681467129,3.91236327085147,3.91236327085146,3.6660304,1.40854287147521,,,,,,,,,,,,,,
113,5G,8,5,114,2.02,2.14,my,0.123,0,0,7.70193255112771,7.54330889282231,7.68835300494787,7.69991889591314,7.63926439481247,3.4051192,0.0161102470010519,,,,,,,,,,,,,,
114,5G,9,5,115,2.14,2.57,mum,0.613,1.381,1,7.27284502324822,7.49390297278669,7.58150630726472,7.51801797622467,7.51801797622467,7.2050667,3.11065053939819,1,1386,mum,mum,1,1,NN,3,10.13115636,195.4760689,0,1,1,0.346
115,5G,11,5,116,2.78,2.93,She,0,0.265,0,4.48894280851241,5.11928688550452,5.24329851164843,5.17981018060838,5.17981018060838,1.7637904,0.180385053157806,,,,,,,,,,,,,,
116,5G,12,5,117,2.93,3.2,stood,0.376,0,0,8.26098483414425,8.44288136200019,8.09257946683851,8.09257946683851,8.0925794668385,8.221231,7.45539331436157,2,1387,stood,stand,1,1,VBD,5,8.150828295,352.4313478,1,0,1,0.911
117,5G,13,5,118,3.2,3.31,on,0.035,0,0,2.67271007325469,3.49478097175044,3.46407080830148,3.4188947719704,3.4188947719704,3.1596072,0.920670211315155,,,,,,,,,,,,,,
118,5G,14,5,119,3.31,3.37,a,0.815,0.287,1,2.99723081351268,1.79869024644423,1.76026322150742,1.76026322150742,1.76026322150741,2.2729516,0.549185156822204,,,,,,,,,,,,,,
119,5G,15,5,120,3.37,3.861,chair,0.178,0.066,0,8.56583839935806,6.49735939034631,3.23608995824955,3.16418028833504,3.16418028833503,3.693363,2.28950977325439,2,1388,chair,chair,1,1,NN,5,9.203729623,282.6029188,1,0,1,0.375
120,5G,16,5,121,3.861,3.96,and,0.118,0.007,0,2.71523454069635,2.20307838266984,2.4631699790132,2.69957655977213,2.63892233316099,1.1319764,0.576242446899414,,,,,,,,,,,,,,
121,5G,17,5,122,3.96,4.027,I,0,0,0,6.05146102550372,6.92529845401945,7.0622121861756,7.11572282268869,7.05506832158802,3.302665,0.195424199104309,,,,,,,,,,,,,,
122,5G,18,5,123,4.027,4.196,used,0.525,0.323,1,6.25177415409119,6.00845180954666,5.85496988917466,5.85496988917466,5.85496988917465,5.386895,0.538838982582092,2,1389,used,use,1,1,VBD,4,6.197631967,255.4356468,0,0,0,0.6
123,5G,19,5,124,4.196,4.271,to,0,0,0,1.72187119398607,0.321050677892158,0.27819059552954,0.291517319693833,0.291517319693833,0.36402008,0.000152218679431825,,,,,,,,,,,,,,
124,5G,20,5,125,4.271,4.405,have,0.467,0,0,4.26506585146935,5.36089751332084,4.33952717608324,3.66588868850922,3.86667119419823,4.5792665,0.934439599514007,2,1390,have,have,1,0,VB,4,4.537787243,485.7308305,0,0,0,
125,5G,21,5,126,4.405,4.58,to,0.064,0.938,0,3.52632915174385,4.9917595974211,5.07153833326955,5.2179296400234,5.23990801693599,1.1734781,1.8249145746231,,,,,,,,,,,,,,
126,5G,22,5,127,4.58,5.06,draw,0.551,0,1,7.25246472439713,7.29399444177096,6.35531764473343,6.49380529987217,6.4331507987715,6.3507023,0.773354947566986,2,1391,draw,draw,1,1,VB,4,8.845634813,257.4972627,1,0,1,0.451
127,5G,23,5,128,5.06,5.2,the,0,0.234,0,2.83463007636268,1.87625618492187,1.89354477091726,1.44812223368024,1.67571015196558,2.9601219,2.0547604560852,,,,,,,,,,,,,,
128,5G,24,5,129,5.2,5.8,lines,0.677,0.798,1,8.55473639570367,9.16626888152617,9.3989026036531,9.34913655335009,9.37111547924175,2.115258,1.26717805862426,2,1392,lines,line,1,1,NNS,5,7.141712955,280.7573232,1,0,1,0.594
129,5G,25,5,130,5.8,6.05,round,0.384,0.02,0,11.9581957977612,13.1114932158077,12.4253956483278,12.4253956483278,12.4253956483278,6.754298,7.57956218719482,2,1393,round,round,1,1,VBP,5,8.660047802,208.7593921,0,0,0,0.175
130,5G,26,5,131,6.05,6.11,the,0,0,0,3.57619978255895,2.86106918267714,2.86106918267714,2.86106918267714,2.86106918267713,1.5238051,0.000439070630818605,,,,,,,,,,,,,,
131,5G,27,5,132,6.11,6.34,back,0.62,0.66,1,7.48277900996966,5.28201635824552,5.81761186372437,5.81761186372437,5.81761186372436,3.6977167,2.66668891906738,2,1394,back,back,1,1,NN,4,6.610937453,351.6853216,0,0,0,0.521
132,5G,28,5,133,6.34,6.42,of,-0.026,0,0,3.2860788940534,0.802089295691438,0.531920262187049,0.772988738864376,0.772988738864375,0.36906075,0.00427261879667639,,,,,,,,,,,,,,
133,5G,29,5,134,6.42,6.57,her,0.955,0,1,5.04602947198266,3.90586692707239,3.79688717122779,3.43104395319344,3.23687060648158,1.6268806,0.15268237888813,,,,,,,,,,,,,,
134,5G,30,5,135,6.57,6.93,legs,0.315,0.794,0,7.65109159981322,7.62666312932848,8.7728578562174,8.8205394330063,8.47718816180091,3.9380655,2.78992223739624,2,1395,legs,leg,1,1,NNS,4,8.621376595,333.5123531,0,0,0,0.56
135,5G,31,5,136,6.93,7.015,with,0,0,0,4.68072727281798,4.58194727353257,4.74469486258276,4.7019661749285,4.7019661749285,3.8866525,0.0428492799401283,,,,,,,,,,,,,,
136,5G,32,5,137,7.015,7.083,a,0.121,0.003,0,2.17753521019132,1.39600339634456,1.106473895538,1.24878217048749,1.24878217048748,1.8721633,0.268017619848251,,,,,,,,,,,,,,
137,5G,33,5,138,7.083,7.59,pencil,0.45,0.182,0,10.7782663072584,9.37239789434024,9.19773910649219,9.24663886782884,9.18598491570723,1.0749645,0.513015389442443,2,1396,pencil,pencil,2,1,NN,6,10.19849718,382.1712704,1,0,1,0.877
138,6G,1,6,139,0.68,0.97,Emma,2.155,0.659,2,9.69103522594649,9.69046428771771,9.69046428771771,9.69046428771771,9.69046428771771,8.501801,5.95439147949218,1,1397,Emma,Emma,,0,NNP,4,,353.8259876,0,0,0,
139,6G,2,6,140,0.97,2.072,screamed,0.814,0.558,1,13.479075325034,13.6993630569427,13.6687113597643,13.6687113597643,13.6687113597642,1.8031298,2.4741678237915,1,1398,screamed,scream,1,1,VBD,8,10.72848054,264.0258428,1,0,1,0.158
140,6G,3,6,141,2.072,2.306,and,1.027,0.655,1,2.95949810984975,2.83114433378228,2.83114433378228,2.83114433378228,2.83114433378227,11.136962,0.016134763136506,,,,,,,,,,,,,,
141,6G,4,6,142,2.306,2.872,swore,1.36,0,1,11.1003237784467,10.9100860626599,10.8466460417777,10.8466460417777,10.8466460417777,2.1681435,5.24257946014404,1,1399,swore,swear,1,1,VBD,5,8.398026033,236.5682561,0,1,1,0.425
142,6G,5,6,143,2.872,3.02,at,0.199,0,0,4.05900079471648,4.81230437947225,4.75060077937621,4.75060077937621,4.7506007793762,5.883462,0.039804171770811,,,,,,,,,,,,,,
143,6G,7,6,144,3.14,3.5,them,0.234,1.844,0,7.32800698879224,7.82166049361859,7.61326364828232,7.61326364828232,7.61326364828232,1.6799643,1.39919567108154,,,,,,,,,,,,,,
144,6G,9,6,145,3.79,3.95,She,0,0,0,4.48894280851241,4.61280154398639,5.05510519390395,5.07331428054849,5.07331428054848,8.650738,0.130580484867095,,,,,,,,,,,,,,
145,6G,10,6,146,3.95,4.15,was,1.494,0.461,1,1.60556105791616,1.5588032756508,2.0543880888318,2.17102390673269,2.11036954287678,2.816265,0.0642835050821304,2,1400,was,be,1,0,VBD,3,3.637233355,233.7159419,0,0,0,
146,6G,11,6,147,4.15,4.93,especially,0.779,0.03,1,7.87183718026306,6.90898389413214,6.89230810601931,7.06688564496558,6.95117622923878,2.3778317,2.23218345642089,2,1401,especially,especially,4,1,RB,10,8.711438714,243.184734,0,0,0,0.352
147,6G,12,6,148,4.93,5.43,angry,0.737,0.476,1,12.6350353822698,12.2865039445964,12.4517653087904,12.5192293462274,12.3031149531794,8.346754,2.20076727867126,2,1402,angry,angry,2,1,JJ,5,9.465224857,234.6083289,1,0,1,0.325
148,6G,13,6,149,5.43,5.54,if,0.043,0,0,6.37296457681424,5.79428025341376,5.79428025341376,5.79428025341376,5.79428025341375,1.6896634,2.18647766113281,,,,,,,,,,,,,,
149,6G,15,6,150,5.58,5.65,the,0,0,0,1.79383219344326,2.63357170869294,2.60647327852006,2.60647327852006,2.60647327852005,5.7351522,0.287150621414184,,,,,,,,,,,,,,
150,6G,16,6,151,5.65,6.08,girls,0.962,0.498,1,9.07579822938573,9.57441999476058,9.43588732333842,9.43588732333842,9.43588732333841,2.7920418,2.34942078590393,2,1403,girls,girl,1,1,NNS,5,8.030271649,204.2671226,0,0,0,1.554
151,6G,17,6,152,6.08,6.343,dared,0.794,0.412,1,13.8213989074276,14.3754186993449,14.0754675171917,14.0754675171917,14.0754675171916,3.46169,3.66269707679748,2,1404,dared,dare,1,1,VBD,5,9.814745251,204.384694,0,0,0,0.789
152,6G,18,6,153,6.343,6.532,to,0.028,0,0,0.539896138860541,0.74449418630394,0.74449418630394,0.74449418630394,0.74449418630394,7.029221,0.505141913890838,,,,,,,,,,,,,,
153,6G,19,6,154,6.532,6.979,eat,0.782,0.804,1,7.89669330544033,8.11534453075287,8.05752385959158,8.05752385959158,8.05752385959157,0.6944598,0.0300305243581533,2,1405,eat,eat,1,1,VB,3,8.275492393,214.652015,0,0,0,0.623
154,6G,20,6,155,6.979,7.237,any,0.592,0,1,5.19663419306907,6.31226176555575,6.21480425684066,6.21480425684066,6.21480425684065,6.5335717,0.328399300575256,,,,,,,,,,,,,,
155,6G,21,6,156,7.237,7.4,of,0.214,0.054,0,2.69317958120402,3.33889452306877,3.46892707712048,3.40543874608044,3.40543874608043,5.24234,0.000215268810279667,,,,,,,,,,,,,,
156,6G,22,6,157,7.4,7.69,her,0.505,0.282,1,5.04602947198266,3.33920332379347,3.473663119524,3.41017478848396,3.41017478848395,0.8663502,0.0656026229262352,,,,,,,,,,,,,,
157,6G,23,6,158,7.69,8.05,food,0.362,0.056,0,9.23516630330481,10.0958326260659,10.2939141547495,10.0606507536338,10.0606507536337,1.3184813,0.827335476875305,2,1406,food,food,1,1,NN,4,6.681033437,201.9769083,0,0,0,0.557
158,6G,24,6,159,8.05,8.24,or,0.382,0.033,0,4.23399583224254,4.92692242481557,4.8253360445441,4.8253360445441,4.82533604454409,1.4733285,0.0972610563039779,,,,,,,,,,,,,,
159,6G,25,6,160,8.24,8.75,drink,0.416,0.408,0,8.79309926336475,3.11307116074674,2.83980996834117,2.83980996834117,2.83980996834117,3.4914126,0.175136029720306,2,1407,drink,drink,1,1,VB,5,7.038290876,184.6546101,1,0,1,0.724
160,6G,26,6,161,8.75,9.07,her,0.564,0.007,1,5.74645100125606,6.3054368578056,6.30626307130013,6.26353438364587,6.26353438364587,0.98384416,0.200039148330688,,,,,,,,,,,,,,
161,6G,27,6,162,9.07,9.6,coffee,0.864,0.83,1,11.4798417905288,11.0517347392615,11.0178341839697,11.0178341839697,11.0178341839696,3.0541499,3.14266800880432,2,1408,coffee,coffee,2,1,NN,6,8.05767723,299.5240237,0,0,0,0.24
162,7G,1,7,163,0.17,0.49,Andy,2.168,0.528,2,8.6911818487164,8.69088155716722,8.69088155716722,8.69088155716722,8.69088155716722,9.798447,6.68422079086303,1,1409,Andy,Andy,,0,NNP,4,,272.4004595,0,0,0,
163,7G,2,7,164,0.49,1.27,screamed,1.285,1.015,1,13.5907749976618,13.7268537326583,13.6940807803684,13.6940807803684,13.6940807803683,11.234874,2.95204710960388,1,1410,screamed,scream,1,1,VBD,8,10.72848054,283.0242965,0,1,1,0.158
164,7G,3,7,165,1.27,1.96,suddenly,0.724,0.361,1,10.8619340108113,10.7189414334559,10.7189414334559,10.7189414334559,10.7189414334559,8.709285,3.58054780960083,1,1411,suddenly,suddenly,3,1,RB,8,8.221095325,239.1663046,0,0,0,0.887
165,7G,4,7,166,1.96,2.13,and,0.731,0.697,1,2.14403142951958,1.85595603701443,2.34375989540162,2.34375989540162,2.34375989540161,2.2971966,0.0619471110403537,,,,,,,,,,,,,,
166,7G,5,7,167,2.13,2.74,threw,0.971,0.039,1,8.85041926561773,8.99218212986502,8.84692007305021,8.78343174201017,8.78343174201016,5.3602977,0.835083901882171,1,1412,threw,throw,1,1,VBD,5,7.219916829,344.2154367,1,0,1,0.37
167,7G,6,7,168,2.74,2.92,his,0.008,0,0,2.82119600963536,2.82798276334042,2.90885890834207,2.87459712482476,2.87459712482476,1.3055481,1.29078459739685,,,,,,,,,,,,,,
168,7G,7,7,169,2.92,3.26,whisky,0.511,0.233,1,15.2076808452243,15.0609244673915,15.2420030164389,15.3905907884364,15.4003637137716,13.29376,0.000260557571891695,1,1413,whisky,whisky,2,1,NN,6,13.5855466,306.2439231,0,0,0,0.675
169,7G,8,7,170,3.26,3.67,glass,0.635,0.439,1,10.6961214716349,10.5149232451511,10.5149232451511,10.5149232451511,10.5149232451511,4.0321646,1.00184273719787,1,1414,glass,glass,1,1,NN,5,7.537892921,189.3247275,0,0,0,0.516
170,7G,9,7,171,3.67,4.06,across,0.302,0.248,0,9.53614627222798,9.00031250983444,9.00031250983444,9.00031250983444,9.00031250983443,3.987914,1.08076190948486,,,,,,,,,,,,,,
171,7G,10,7,172,4.06,4.15,the,0,0,0,0.580177409215599,1.1132990091553,1.1132990091553,1.1132990091553,1.1132990091553,0.2714535,0.0282189138233661,,,,,,,,,,,,,,
172,7G,11,7,173,4.15,4.847,room,0.835,1.677,1,8.41083910084726,5.92413521273757,5.744391780779,5.744391780779,5.744391780779,1.137162,0.000649479683488607,1,1415,room,room,1,1,NN,4,7.312430119,299.9044667,0,0,0,0.277
173,7G,12,7,174,4.847,4.987,It,0,0,0,3.5937141361953,3.67445660479434,4.08441660405166,4.17921979898201,4.15792764590207,3.6975121,0.00200190301984548,,,,,,,,,,,,,,
174,7G,13,7,175,4.987,5.19,hit,0.955,0.064,1,9.11585338898793,9.00343565174166,9.1593484514185,9.14002493726972,9.07937043616905,2.5063639,0.0136738056316971,2,1416,hit,hit,1,1,VBD,3,7.855527423,408.3241541,0,0,0,0.691
175,7G,14,7,176,5.19,5.35,the,0.074,0,0,2.33496607423078,2.78801324447254,2.75417966462682,2.79129998214148,2.79129998214147,1.0720106,0.28032037615776,,,,,,,,,,,,,,
176,7G,15,7,177,5.35,5.63,wall,0.327,0.143,0,8.22201830003019,4.13968397357637,4.56973935154946,4.61863938737564,4.5579851607645,2.5958748,0.0397683158516883,2,1417,wall,wall,1,1,NN,4,7.196179983,237.5035313,1,0,1,0.385
177,7G,16,7,178,5.63,5.851,near,0.183,0.048,0,5.67515893279095,5.653816822616,5.49875219559634,5.40957164426131,5.40957164426131,6.055896,0.531980156898498,,,,,,,,,,,,,,
178,7G,17,7,179,5.851,5.971,the,0,0,0,1.10699762156709,0.713285343995781,0.685883328399331,0.659229639892403,0.659229639892402,1.1102843,1.615194439888,,,,,,,,,,,,,,
179,7G,18,7,180,5.971,6.363,window,0.799,0.144,1,9.24911586137522,10.0691489495775,10.1608295515797,10.2097293129163,10.1490748118156,2.7967749,0.0600419268012046,2,1418,window,window,2,1,NN,6,6.818268644,344.4049161,1,0,1,0.138
180,7G,19,7,181,6.363,6.48,and,0.053,0.476,0,2.74432521590022,2.11814363543228,2.84225319967499,2.77876486863495,2.77876486863494,1.5929428,1.93491387367248,,,,,,,,,,,,,,
181,7G,20,7,182,6.48,7.3,smashed,1.291,0.903,1,10.799157156641,10.8075049323206,10.9564462468367,10.8620218474619,10.8620218474619,3.402993,0.0547082871198654,2,1419,smashed,smash,1,1,VBN,7,9.314013557,370.0211945,1,0,1,0.652
182,8G,1,8,183,0.06,0.38,Every,2.289,0.009,2,8.2691163120718,8.26904000398161,8.26904000398161,8.26904000398161,8.2690400039816,7.853026,1.0343462228775,,,,,,,,,,,,,,
183,8G,2,8,184,0.38,0.73,week,0.313,0.624,0,5.15429418259363,6.97708913911835,6.94431399091214,6.94431399091214,6.94431399091213,3.4182177,2.5256769657135,1,1420,week,week,1,1,NN,4,7.779538454,254.1649051,0,0,0,0.552
184,8G,3,8,185,0.73,1.03,Olivia,0.624,0.182,1,10.0047822520316,8.34860299105706,8.21638961766514,8.21638961766514,8.21638961766514,13.14913,8.42227935791015,1,1421,Olivia,Olivia,,0,NNP,6,,222.0033881,0,0,0,
185,8G,4,8,186,1.03,1.297,brought,0.609,0.097,1,7.32688377762293,7.12654429804028,7.06310427715806,7.06310427715806,7.06310427715806,9.727701,3.38410139083862,1,1422,brought,bring,1,1,VBD,7,7.656477062,307.9287774,0,0,0,0.755
186,8G,5,8,187,1.297,1.78,something,0.469,0.687,0,7.74401838429553,7.64858221650193,7.58514219561971,7.58514219561971,7.5851421956197,6.007409,6.25740766525268,1,1423,something,something,2,1,NN,9,7.390392553,157.1681116,0,0,0,0.232
187,8G,6,8,188,1.78,2.01,which,0.06,0.237,0,3.81002122089546,5.03165335717786,4.93571432455968,4.93571432455968,4.93571432455967,7.438608,3.74219417572021,,,,,,,,,,,,,,
